transaction_id	merchant_id	customer_id	year_month	transaction_date	original_currency	payment_method	status	amount_EUR	fee_EUR	net_amount_EUR
TXN003429	M0140	C00671	2024-06	2024-06-12 03:25:00	BGN	QR CODE	COMPLETED	14.59	0.26	14.33
TXN003430	M0170	C00945	2025-01	2025-01-03 00:03:00	EUR	CARD	COMPLETED	2121.43	37.13	2084.3
TXN003432	M0140	C00253	2024-04	2024-04-13 23:04:00	GBP	CONTACTLESS	COMPLETED	1880.75	32.91	1847.84
TXN003434	M0040	C00713	2024-05	2024-05-29 06:20:00	GBP	QR CODE	COMPLETED	430.13	7.52	422.6
TXN003435	M0172	C00211	2023-09	2023-09-05 15:53:00	BGN	GOOGLE PAY	COMPLETED	1200.62	21.01	1179.62
TXN003437	M0030	C00317	2024-02	2024-02-29 04:50:00	EUR	CONTACTLESS	COMPLETED	1764.3	30.88	1733.42
TXN003439	M0075	C00648	2024-04	2024-04-11 03:08:00	GBP	APPLE PAY	COMPLETED	1804.02	31.57	1772.45
TXN003440	M0035	C00994	2025-01	2025-01-14 22:04:00	GBP	GOOGLE PAY	COMPLETED	1664.3	29.12	1635.18
TXN003441	M0131	C00620	2025-05	2025-05-16 15:24:00	EUR	CONTACTLESS	COMPLETED	738.17	12.92	725.25
TXN003442	M0142	C00994	2024-06	2024-06-14 01:58:00	EUR	GOOGLE PAY	COMPLETED	1593.79	27.89	1565.9
TXN003443	M0032	C00291	2024-08	2024-08-30 05:15:00	EUR	CARD	COMPLETED	1604.44	28.08	1576.36
TXN003444	M0182	C00421	2025-03	2025-03-26 02:58:00	BGN	GOOGLE PAY	COMPLETED	429.72	7.52	422.2
TXN003445	M0170	C00353	2025-04	2025-04-17 12:04:00	GBP	CONTACTLESS	COMPLETED	889.74	15.57	874.17
TXN003447	M0073	C00598	2025-08	2025-08-02 23:51:00	BGN	QR CODE	COMPLETED	84.29	1.47	82.82
TXN003449	M0073	C00379	2025-08	2025-08-22 18:38:00	EUR	QR CODE	COMPLETED	554.21	9.7	544.51
TXN003450	M0161	C00680	2025-05	2025-05-19 23:21:00	GBP	CONTACTLESS	COMPLETED	940.27	16.45	923.81
TXN003452	M0117	C00415	2023-12	2023-12-12 12:25:00	GBP	CARD	COMPLETED	286.28	5.01	281.27
TXN003453	M0067	C00302	2025-02	2025-02-21 00:30:00	BGN	APPLE PAY	COMPLETED	30.08	0.53	29.55
TXN003454	M0029	C00664	2026-01	2026-01-09 07:00:00	GBP	CONTACTLESS	COMPLETED	2142.68	37.49	2105.18
TXN003455	M0067	C00898	2024-03	2024-03-08 22:32:00	EUR	CARD	COMPLETED	1114.09	19.5	1094.59
TXN003456	M0164	C00996	2025-03	2025-03-27 13:34:00	EUR	GOOGLE PAY	COMPLETED	1499.76	26.25	1473.51
TXN003457	M0035	C00514	2025-03	2025-03-08 04:00:00	BGN	CARD	COMPLETED	603.64	10.56	593.08
TXN003458	M0032	C00152	2025-01	2025-01-10 21:10:00	EUR	CONTACTLESS	COMPLETED	352.17	6.16	346.01
TXN003459	M0143	C00888	2024-03	2024-03-12 09:00:00	EUR	QR CODE	COMPLETED	1341.28	23.47	1317.81
TXN003460	M0050	C00280	2025-02	2025-02-10 19:37:00	EUR	CARD	COMPLETED	1489.75	26.07	1463.68
TXN003461	M0186	C00234	2025-10	2025-10-29 17:17:00	GBP	CARD	COMPLETED	976.61	17.09	959.51
TXN003463	M0082	C00135	2025-09	2025-09-29 04:10:00	EUR	GOOGLE PAY	COMPLETED	1915.94	33.53	1882.41
TXN003464	M0075	C00502	2024-05	2024-05-07 20:44:00	BGN	CARD	COMPLETED	1196.53	20.94	1175.6
TXN003465	M0154	C00554	2025-06	2025-06-20 14:33:00	EUR	CARD	COMPLETED	602.56	10.54	592.02
TXN003467	M0078	C00781	2024-05	2024-05-24 19:21:00	BGN	CARD	COMPLETED	1114.27	19.5	1094.77
TXN003468	M0168	C00295	2024-08	2024-08-15 09:30:00	BGN	CONTACTLESS	COMPLETED	710.86	12.44	698.42
TXN003469	M0141	C00949	2023-08	2023-08-08 05:05:00	BGN	CONTACTLESS	COMPLETED	820.53	14.36	806.17
TXN003471	M0173	C00150	2024-02	2024-02-11 14:35:00	EUR	CONTACTLESS	COMPLETED	1463.99	25.62	1438.37
TXN003472	M0170	C00738	2026-01	2026-01-08 08:59:00	GBP	QR CODE	COMPLETED	1992.76	34.87	1957.89
TXN003473	M0148	C00353	2023-12	2023-12-09 10:52:00	GBP	APPLE PAY	COMPLETED	709.85	12.42	697.43
TXN003474	M0152	C00192	2025-08	2025-08-08 22:49:00	BGN	CARD	COMPLETED	27.91	0.49	27.42
TXN003475	M0108	C00368	2025-02	2025-02-23 13:36:00	EUR	QR CODE	COMPLETED	1594.99	27.91	1567.08
TXN003476	M0156	C00398	2025-10	2025-10-25 13:00:00	GBP	GOOGLE PAY	COMPLETED	814.81	14.26	800.56
TXN003477	M0118	C00916	2024-06	2024-06-16 07:28:00	EUR	CARD	COMPLETED	1890.97	33.09	1857.88
TXN003479	M0018	C00226	2025-06	2025-06-22 18:57:00	BGN	CARD	COMPLETED	705.96	12.35	693.6
TXN003480	M0132	C00165	2024-03	2024-03-18 06:30:00	BGN	QR CODE	COMPLETED	924.38	16.18	908.21
TXN003482	M0003	C00923	2025-02	2025-02-06 09:43:00	GBP	CONTACTLESS	COMPLETED	395.58	6.92	388.66
TXN003483	M0055	C00466	2025-01	2025-01-24 16:00:00	BGN	CONTACTLESS	COMPLETED	980.45	17.16	963.29
TXN003486	M0045	C00169	2025-04	2025-04-11 18:51:00	GBP	GOOGLE PAY	COMPLETED	829.27	14.51	814.76
TXN003487	M0016	C00347	2024-04	2024-04-06 06:14:00	BGN	QR CODE	COMPLETED	840.45	14.71	825.74
TXN003488	M0075	C00656	2025-01	2025-01-09 05:59:00	BGN	CONTACTLESS	COMPLETED	285.08	4.99	280.09
TXN003490	M0101	C00102	2024-04	2024-04-06 22:39:00	GBP	APPLE PAY	COMPLETED	1288.81	22.55	1266.26
TXN003491	M0041	C00555	2024-01	2024-01-15 04:01:00	EUR	CARD	COMPLETED	756.83	13.24	743.59
TXN003492	M0092	C00619	2025-07	2025-07-29 07:37:00	EUR	GOOGLE PAY	COMPLETED	442.29	7.74	434.55
TXN003493	M0002	C00995	2025-06	2025-06-13 07:08:00	EUR	CARD	COMPLETED	2048.97	35.86	2013.11
TXN003494	M0060	C00842	2025-01	2025-01-04 16:02:00	GBP	CARD	COMPLETED	652.01	11.41	640.6
TXN003495	M0048	C00109	2024-12	2024-12-12 01:26:00	BGN	CONTACTLESS	COMPLETED	122.87	2.15	120.72
TXN003496	M0165	C00499	2024-08	2024-08-23 06:23:00	EUR	QR CODE	COMPLETED	1548.44	27.1	1521.34
TXN003497	M0016	C00664	2023-08	2023-08-08 01:41:00	GBP	GOOGLE PAY	COMPLETED	48.91	0.85	48.05
TXN003498	M0026	C00736	2025-09	2025-09-25 04:11:00	BGN	APPLE PAY	COMPLETED	1076.09	18.83	1057.26
TXN003499	M0180	C00615	2025-12	2025-12-19 02:32:00	GBP	CARD	COMPLETED	1616.83	28.29	1588.54
TXN003500	M0187	C00001	2025-07	2025-07-28 18:39:00	GBP	APPLE PAY	COMPLETED	1768.72	30.95	1737.77
TXN003502	M0120	C00297	2026-01	2026-01-12 17:49:00	GBP	APPLE PAY	COMPLETED	165.87	2.9	162.97
TXN003503	M0063	C00968	2025-03	2025-03-31 00:50:00	GBP	CONTACTLESS	COMPLETED	1583.23	27.71	1555.53
TXN003504	M0174	C00463	2026-02	2026-02-12 22:58:00	GBP	GOOGLE PAY	COMPLETED	230.22	4.03	226.19
TXN003505	M0108	C00483	2025-06	2025-06-14 13:21:00	BGN	GOOGLE PAY	COMPLETED	75.87	1.33	74.54
TXN003506	M0018	C00842	2024-12	2024-12-26 00:50:00	BGN	APPLE PAY	COMPLETED	736.17	12.88	723.29
TXN003507	M0123	C00640	2025-04	2025-04-23 01:26:00	EUR	CONTACTLESS	COMPLETED	1656.3	28.99	1627.31
TXN003508	M0034	C00561	2024-06	2024-06-20 02:43:00	BGN	GOOGLE PAY	COMPLETED	146.7	2.57	144.13
TXN003509	M0007	C00344	2025-10	2025-10-10 20:52:00	EUR	CONTACTLESS	COMPLETED	1195.86	20.93	1174.93
TXN003510	M0039	C00160	2024-01	2024-01-26 21:31:00	EUR	CONTACTLESS	COMPLETED	309.95	5.42	304.53
TXN003511	M0097	C00425	2025-11	2025-11-16 16:46:00	EUR	GOOGLE PAY	COMPLETED	713.0	12.48	700.52
TXN003512	M0022	C00023	2025-01	2025-01-08 09:54:00	EUR	CARD	COMPLETED	382.67	6.7	375.97
TXN003514	M0179	C00266	2025-03	2025-03-03 07:44:00	GBP	APPLE PAY	COMPLETED	1491.81	26.11	1465.7
TXN003515	M0154	C00214	2025-03	2025-03-09 20:32:00	EUR	GOOGLE PAY	COMPLETED	2129.01	37.26	2091.75
TXN003516	M0194	C00207	2025-08	2025-08-03 22:16:00	BGN	GOOGLE PAY	COMPLETED	133.17	2.33	130.84
TXN003517	M0106	C00216	2025-04	2025-04-10 18:04:00	BGN	CONTACTLESS	COMPLETED	1128.06	19.74	1108.32
TXN003519	M0042	C00887	2026-02	2026-02-01 13:25:00	EUR	APPLE PAY	COMPLETED	733.86	12.84	721.02
TXN003520	M0017	C00354	2024-03	2024-03-13 15:11:00	EUR	CONTACTLESS	COMPLETED	2483.57	43.46	2440.11
TXN003521	M0126	C00629	2025-09	2025-09-04 21:25:00	GBP	GOOGLE PAY	COMPLETED	690.22	12.08	678.14
TXN003522	M0067	C00169	2025-07	2025-07-21 14:32:00	GBP	QR CODE	COMPLETED	640.79	11.21	629.58
TXN003523	M0074	C00641	2025-12	2025-12-23 11:53:00	EUR	APPLE PAY	COMPLETED	302.98	5.3	297.68
TXN003524	M0002	C00393	2025-06	2025-06-22 18:08:00	BGN	APPLE PAY	COMPLETED	1240.83	21.71	1219.11
TXN003525	M0029	C00769	2025-01	2025-01-18 21:03:00	GBP	GOOGLE PAY	COMPLETED	1866.01	32.66	1833.35
TXN003526	M0183	C00720	2025-03	2025-03-31 05:38:00	EUR	QR CODE	COMPLETED	2361.78	41.33	2320.45
TXN003528	M0029	C00005	2025-04	2025-04-09 13:55:00	EUR	CONTACTLESS	COMPLETED	1957.0	34.25	1922.75
TXN003531	M0134	C00236	2025-04	2025-04-13 22:41:00	BGN	QR CODE	COMPLETED	67.6	1.18	66.42
TXN003532	M0136	C00970	2025-02	2025-02-16 02:18:00	EUR	CONTACTLESS	COMPLETED	1133.33	19.83	1113.5
TXN003533	M0050	C00949	2025-05	2025-05-10 20:46:00	BGN	APPLE PAY	COMPLETED	1126.08	19.71	1106.37
TXN003534	M0082	C00748	2023-08	2023-08-15 22:59:00	GBP	CARD	COMPLETED	853.38	14.93	838.45
TXN003535	M0102	C00884	2024-08	2024-08-12 13:40:00	BGN	GOOGLE PAY	COMPLETED	281.84	4.93	276.9
TXN003538	M0198	C00870	2026-01	2026-01-18 06:13:00	GBP	QR CODE	COMPLETED	2155.75	37.73	2118.02
TXN003539	M0098	C00620	2024-06	2024-06-06 16:10:00	GBP	GOOGLE PAY	COMPLETED	2048.89	35.85	2013.04
TXN003540	M0186	C00873	2025-10	2025-10-17 20:05:00	GBP	APPLE PAY	COMPLETED	1504.23	26.32	1477.91
TXN003541	M0156	C00576	2025-02	2025-02-03 13:56:00	GBP	GOOGLE PAY	COMPLETED	1958.77	34.28	1924.49
TXN003542	M0072	C00379	2023-05	2023-05-26 03:55:00	EUR	QR CODE	COMPLETED	471.52	8.25	463.27
TXN003542	M0072	C00379	2023-05	2023-05-26 03:55:00	EUR	QR CODE	COMPLETED	471.52	8.25	463.27
TXN003544	M0085	C00544	2025-03	2025-03-15 12:07:00	BGN	CARD	COMPLETED	608.09	10.64	597.45
TXN003545	M0139	C00776	2023-06	2023-06-21 06:33:00	BGN	CARD	COMPLETED	938.26	16.42	921.84
TXN003546	M0074	C00248	2025-05	2025-05-05 20:04:00	EUR	APPLE PAY	COMPLETED	155.47	2.72	152.75
TXN003547	M0104	C00339	2025-01	2025-01-22 16:21:00	EUR	QR CODE	COMPLETED	191.93	3.36	188.57
TXN003548	M0163	C00318	2025-06	2025-06-28 03:17:00	GBP	APPLE PAY	COMPLETED	1125.42	19.69	1105.72
TXN003549	M0091	C00106	2026-03	2026-03-04 01:12:00	GBP	QR CODE	COMPLETED	93.29	1.63	91.66
TXN003551	M0010	C00934	2024-01	2024-01-25 19:02:00	BGN	CARD	COMPLETED	198.91	3.48	195.43
TXN003552	M0104	C00496	2025-09	2025-09-05 16:44:00	BGN	CARD	COMPLETED	714.79	12.51	702.29
TXN003553	M0112	C00819	2023-04	2023-04-18 03:23:00	BGN	GOOGLE PAY	COMPLETED	660.14	11.55	648.59
TXN003555	M0189	C00488	2025-09	2025-09-25 06:42:00	EUR	APPLE PAY	COMPLETED	500.02	8.75	491.27
TXN003556	M0008	C00660	2024-12	2024-12-28 17:13:00	BGN	CARD	COMPLETED	480.04	8.4	471.64
TXN003557	M0151	C00379	2025-05	2025-05-01 13:20:00	EUR	APPLE PAY	COMPLETED	1100.73	19.26	1081.47
TXN003558	M0062	C00168	2024-01	2024-01-19 18:41:00	GBP	CONTACTLESS	COMPLETED	1273.43	22.28	1251.14
TXN003560	M0144	C00952	2024-01	2024-01-10 02:43:00	GBP	GOOGLE PAY	COMPLETED	709.82	12.42	697.4
TXN003561	M0141	C00796	2026-02	2026-02-12 19:55:00	EUR	CARD	COMPLETED	522.02	9.14	512.88
TXN003563	M0194	C00262	2025-03	2025-03-01 13:37:00	GBP	CARD	COMPLETED	1198.88	20.98	1177.89
TXN003564	M0164	C00896	2025-02	2025-02-13 23:45:00	BGN	APPLE PAY	COMPLETED	79.47	1.39	78.08
TXN003565	M0077	C00838	2025-02	2025-02-09 03:15:00	EUR	CARD	COMPLETED	13.53	0.24	13.29
TXN003567	M0143	C00487	2026-03	2026-03-09 22:54:00	GBP	GOOGLE PAY	COMPLETED	363.77	6.37	357.4
TXN003568	M0192	C00144	2026-01	2026-01-08 03:07:00	GBP	CONTACTLESS	COMPLETED	1908.4	33.39	1875.0
TXN003569	M0178	C00799	2025-09	2025-09-13 20:32:00	BGN	CARD	COMPLETED	1178.06	20.62	1157.45
TXN003572	M0190	C00776	2026-02	2026-02-22 22:42:00	BGN	GOOGLE PAY	COMPLETED	572.13	10.01	562.12
TXN003573	M0031	C00359	2025-07	2025-07-23 03:24:00	GBP	GOOGLE PAY	COMPLETED	795.84	13.93	781.91
TXN003574	M0198	C00698	2025-10	2025-10-20 13:18:00	GBP	QR CODE	COMPLETED	89.81	1.57	88.24
TXN003575	M0061	C00731	2025-01	2025-01-27 09:49:00	GBP	CONTACTLESS	COMPLETED	574.44	10.05	564.39
TXN003576	M0042	C00201	2024-11	2024-11-29 04:43:00	GBP	QR CODE	COMPLETED	815.09	14.27	800.82
TXN003577	M0052	C00265	2024-03	2024-03-24 04:53:00	EUR	QR CODE	COMPLETED	222.89	3.9	218.99
TXN003578	M0181	C00688	2023-09	2023-09-06 14:01:00	EUR	GOOGLE PAY	COMPLETED	906.21	15.86	890.35
TXN003579	M0013	C00118	2025-08	2025-08-05 03:21:00	EUR	APPLE PAY	COMPLETED	1233.37	21.58	1211.79
TXN003580	M0010	C00849	2025-11	2025-11-25 22:06:00	EUR	GOOGLE PAY	COMPLETED	112.03	1.96	110.07
TXN003581	M0003	C00586	2023-09	2023-09-12 16:02:00	BGN	CONTACTLESS	COMPLETED	173.1	3.03	170.07
TXN003582	M0172	C00570	2024-02	2024-02-21 14:58:00	EUR	CONTACTLESS	COMPLETED	842.32	14.74	827.58
TXN003583	M0082	C00916	2024-11	2024-11-17 16:32:00	EUR	QR CODE	COMPLETED	1785.04	31.24	1753.8
TXN003584	M0048	C00838	2024-11	2024-11-20 09:36:00	GBP	GOOGLE PAY	COMPLETED	864.43	15.12	849.31
TXN003585	M0063	C00874	2025-12	2025-12-29 16:59:00	GBP	CONTACTLESS	COMPLETED	903.75	15.81	887.93
TXN003587	M0109	C00552	2025-08	2025-08-20 04:49:00	GBP	APPLE PAY	COMPLETED	1124.0	19.67	1104.33
TXN003588	M0152	C00041	2025-03	2025-03-18 23:31:00	EUR	CONTACTLESS	COMPLETED	1675.35	29.32	1646.03
TXN003589	M0006	C00765	2024-10	2024-10-25 12:42:00	GBP	CARD	COMPLETED	108.94	1.9	107.03
TXN003590	M0082	C00214	2023-09	2023-09-29 18:01:00	EUR	GOOGLE PAY	COMPLETED	1399.8	24.5	1375.3
TXN003592	M0061	C00613	2025-06	2025-06-04 13:54:00	BGN	CONTACTLESS	COMPLETED	838.28	14.67	823.61
TXN003593	M0004	C00539	2024-12	2024-12-11 01:03:00	BGN	QR CODE	COMPLETED	923.74	16.17	907.57
TXN003594	M0061	C00829	2024-09	2024-09-17 17:28:00	GBP	QR CODE	COMPLETED	1134.96	19.86	1115.09
TXN003595	M0012	C00716	2025-03	2025-03-17 16:41:00	GBP	CARD	COMPLETED	2100.9	36.77	2064.13
TXN003596	M0086	C00051	2024-04	2024-04-22 19:43:00	GBP	CONTACTLESS	COMPLETED	110.57	1.93	108.64
TXN003597	M0163	C00404	2024-11	2024-11-24 13:27:00	EUR	QR CODE	COMPLETED	223.58	3.91	219.67
TXN003598	M0165	C00141	2023-06	2023-06-02 16:50:00	BGN	GOOGLE PAY	COMPLETED	1036.61	18.14	1018.47
TXN003599	M0134	C00311	2024-08	2024-08-26 11:54:00	GBP	APPLE PAY	COMPLETED	2148.17	37.6	2110.57
TXN003600	M0197	C00076	2025-07	2025-07-11 00:55:00	EUR	CARD	COMPLETED	870.34	15.23	855.11
TXN003601	M0090	C00009	2025-08	2025-08-20 17:13:00	BGN	GOOGLE PAY	COMPLETED	862.39	15.09	847.3
TXN003602	M0128	C00143	2024-04	2024-04-06 19:28:00	EUR	QR CODE	COMPLETED	1547.79	27.09	1520.7
TXN003603	M0150	C00239	2024-01	2024-01-21 23:19:00	GBP	GOOGLE PAY	COMPLETED	302.0	5.29	296.71
TXN003604	M0188	C00832	2025-01	2025-01-22 20:01:00	GBP	GOOGLE PAY	COMPLETED	1631.73	28.56	1603.18
TXN003605	M0123	C00920	2025-07	2025-07-05 03:32:00	EUR	QR CODE	COMPLETED	1239.36	21.69	1217.67
TXN003606	M0139	C00928	2024-05	2024-05-30 13:59:00	BGN	APPLE PAY	COMPLETED	302.88	5.3	297.58
TXN003607	M0007	C00656	2024-12	2024-12-08 23:41:00	EUR	GOOGLE PAY	COMPLETED	992.79	17.37	975.42
TXN003608	M0103	C00455	2024-04	2024-04-05 18:10:00	BGN	QR CODE	COMPLETED	236.34	4.14	232.2
TXN003609	M0003	C00088	2025-03	2025-03-17 22:44:00	GBP	APPLE PAY	COMPLETED	418.12	7.31	410.81
TXN003610	M0044	C00732	2023-12	2023-12-16 17:58:00	BGN	QR CODE	COMPLETED	819.59	14.34	805.25
TXN003611	M0001	C00580	2025-09	2025-09-01 09:37:00	BGN	CARD	COMPLETED	746.69	13.07	733.62
TXN003612	M0035	C00445	2024-08	2024-08-02 10:39:00	GBP	QR CODE	COMPLETED	1041.49	18.23	1023.26
TXN003613	M0127	C00571	2024-07	2024-07-26 09:01:00	GBP	QR CODE	COMPLETED	1172.07	20.51	1151.56
TXN003614	M0007	C00958	2025-07	2025-07-31 00:59:00	GBP	CARD	COMPLETED	159.8	2.8	157.0
TXN003615	M0198	C00495	2025-10	2025-10-05 03:57:00	BGN	QR CODE	COMPLETED	1210.86	21.19	1189.67
TXN003617	M0090	C00117	2025-12	2025-12-21 02:34:00	GBP	QR CODE	COMPLETED	1164.96	20.38	1144.57
TXN003618	M0110	C00005	2023-07	2023-07-04 01:55:00	BGN	QR CODE	COMPLETED	833.21	14.58	818.63
TXN003619	M0048	C00971	2025-02	2025-02-07 08:38:00	GBP	QR CODE	COMPLETED	1505.98	26.35	1479.63
TXN003620	M0126	C00658	2025-08	2025-08-18 20:29:00	EUR	CONTACTLESS	COMPLETED	2481.06	43.42	2437.64
TXN003622	M0017	C00773	2025-08	2025-08-01 20:02:00	EUR	GOOGLE PAY	COMPLETED	1234.79	21.61	1213.18
TXN003624	M0031	C00976	2024-04	2024-04-09 12:10:00	GBP	CONTACTLESS	COMPLETED	1902.75	33.3	1869.45
TXN003625	M0006	C00728	2023-09	2023-09-01 08:50:00	GBP	CONTACTLESS	COMPLETED	370.48	6.48	364.0
TXN003627	M0007	C00658	2025-08	2025-08-10 15:56:00	GBP	APPLE PAY	COMPLETED	1694.05	29.65	1664.41
TXN003628	M0101	C00051	2025-04	2025-04-17 13:43:00	BGN	GOOGLE PAY	COMPLETED	993.45	17.38	976.07
TXN003629	M0139	C00382	2025-12	2025-12-17 06:23:00	EUR	APPLE PAY	COMPLETED	1615.74	28.28	1587.46
TXN003631	M0091	C00204	2026-03	2026-03-13 06:42:00	GBP	QR CODE	COMPLETED	1621.59	28.38	1593.21
TXN003632	M0190	C00440	2025-06	2025-06-06 21:59:00	BGN	CONTACTLESS	COMPLETED	452.27	7.91	444.36
TXN003634	M0040	C00483	2024-04	2024-04-28 21:51:00	EUR	QR CODE	COMPLETED	1153.16	20.18	1132.98
TXN003635	M0156	C00790	2025-02	2025-02-08 07:10:00	BGN	QR CODE	COMPLETED	988.56	17.3	971.26
TXN003637	M0177	C00810	2025-05	2025-05-28 17:02:00	GBP	APPLE PAY	COMPLETED	774.08	13.54	760.53
TXN003638	M0016	C00411	2024-08	2024-08-09 23:02:00	GBP	CONTACTLESS	COMPLETED	1301.54	22.78	1278.76
TXN003639	M0188	C00940	2025-09	2025-09-18 00:03:00	BGN	CONTACTLESS	COMPLETED	585.99	10.26	575.73
TXN003641	M0081	C00993	2024-03	2024-03-25 20:50:00	BGN	CARD	COMPLETED	1178.76	20.63	1158.13
TXN003642	M0062	C00360	2024-12	2024-12-06 00:04:00	EUR	APPLE PAY	COMPLETED	1055.72	18.48	1037.24
TXN003643	M0010	C00352	2025-09	2025-09-15 04:44:00	EUR	CONTACTLESS	COMPLETED	1743.76	30.52	1713.24
TXN003645	M0068	C00230	2026-02	2026-02-22 21:43:00	GBP	QR CODE	COMPLETED	1470.61	25.74	1444.88
TXN003646	M0195	C00103	2025-02	2025-02-09 06:05:00	EUR	CONTACTLESS	COMPLETED	1994.22	34.9	1959.32
TXN003649	M0029	C00198	2025-10	2025-10-26 01:33:00	BGN	APPLE PAY	COMPLETED	465.43	8.15	457.28
TXN003650	M0090	C00042	2024-07	2024-07-18 10:05:00	BGN	CARD	COMPLETED	332.71	5.82	326.88
TXN003651	M0150	C00946	2024-05	2024-05-10 10:06:00	GBP	APPLE PAY	COMPLETED	172.06	3.01	169.05
TXN003652	M0092	C00946	2024-07	2024-07-14 21:14:00	GBP	CONTACTLESS	COMPLETED	1469.53	25.72	1443.81
TXN003653	M0122	C00254	2025-02	2025-02-13 17:54:00	GBP	APPLE PAY	COMPLETED	232.09	4.06	228.03
TXN003654	M0099	C00488	2024-03	2024-03-17 04:54:00	GBP	GOOGLE PAY	COMPLETED	190.18	3.33	186.86
TXN003655	M0185	C00435	2024-04	2024-04-21 13:16:00	EUR	QR CODE	COMPLETED	2207.72	38.64	2169.08
TXN003656	M0066	C00402	2025-08	2025-08-17 03:32:00	EUR	CARD	COMPLETED	2439.33	42.69	2396.64
TXN003657	M0151	C00853	2025-09	2025-09-18 01:27:00	GBP	CONTACTLESS	COMPLETED	1253.33	21.93	1231.4
TXN003658	M0006	C00076	2025-07	2025-07-02 07:59:00	GBP	GOOGLE PAY	COMPLETED	1347.85	23.58	1324.27
TXN003659	M0016	C00842	2024-06	2024-06-19 10:02:00	BGN	QR CODE	COMPLETED	910.83	15.94	894.9
TXN003660	M0037	C00693	2025-01	2025-01-23 21:45:00	EUR	CONTACTLESS	COMPLETED	1809.63	31.67	1777.96
TXN003661	M0195	C00942	2024-12	2024-12-12 08:50:00	BGN	QR CODE	COMPLETED	293.9	5.14	288.76
TXN003662	M0010	C00299	2024-09	2024-09-03 16:22:00	BGN	CONTACTLESS	COMPLETED	1086.97	19.02	1067.95
TXN003663	M0015	C00376	2024-07	2024-07-12 11:38:00	EUR	CONTACTLESS	COMPLETED	2040.24	35.7	2004.54
TXN003664	M0142	C00483	2024-09	2024-09-20 23:15:00	GBP	APPLE PAY	COMPLETED	234.95	4.11	230.84
TXN003665	M0114	C00736	2025-10	2025-10-14 14:11:00	GBP	APPLE PAY	COMPLETED	1308.35	22.9	1285.45
TXN003666	M0152	C00088	2024-10	2024-10-23 23:18:00	BGN	CONTACTLESS	COMPLETED	804.13	14.07	790.06
TXN003667	M0166	C00938	2024-03	2024-03-29 07:27:00	EUR	CARD	COMPLETED	2207.62	38.63	2168.99
TXN003668	M0176	C00658	2024-02	2024-02-01 21:37:00	EUR	APPLE PAY	COMPLETED	1210.81	21.19	1189.62
TXN003670	M0033	C00878	2024-09	2024-09-25 10:51:00	EUR	QR CODE	COMPLETED	162.92	2.85	160.07
TXN003671	M0029	C00055	2026-01	2026-01-11 13:09:00	BGN	QR CODE	COMPLETED	876.4	15.34	861.06
TXN003672	M0126	C00253	2025-04	2025-04-17 19:09:00	GBP	QR CODE	COMPLETED	344.38	6.02	338.36
TXN003673	M0020	C00496	2025-08	2025-08-29 14:13:00	EUR	CARD	COMPLETED	1699.29	29.74	1669.55
TXN003674	M0092	C00453	2024-01	2024-01-16 18:32:00	BGN	APPLE PAY	COMPLETED	872.74	15.27	857.47
TXN003675	M0089	C00326	2024-10	2024-10-05 11:55:00	EUR	CARD	COMPLETED	493.25	8.63	484.62
TXN003676	M0046	C00534	2023-03	2023-03-06 04:49:00	EUR	QR CODE	COMPLETED	1616.39	28.29	1588.1
TXN003677	M0127	C00318	2025-01	2025-01-21 19:02:00	BGN	APPLE PAY	COMPLETED	1134.02	19.84	1114.18
TXN003678	M0015	C00407	2024-08	2024-08-07 19:20:00	EUR	CONTACTLESS	COMPLETED	1258.74	22.03	1236.71
TXN003679	M0167	C00808	2026-02	2026-02-17 01:17:00	EUR	APPLE PAY	COMPLETED	23.75	0.42	23.33
TXN003680	M0105	C00729	2025-08	2025-08-29 21:22:00	BGN	CONTACTLESS	COMPLETED	381.3	6.67	374.63
TXN003681	M0062	C00910	2025-07	2025-07-26 13:34:00	EUR	QR CODE	COMPLETED	1263.71	22.11	1241.6
TXN003683	M0063	C00153	2024-10	2024-10-15 12:03:00	EUR	CARD	COMPLETED	253.62	4.44	249.18
TXN003684	M0061	C00178	2026-01	2026-01-11 21:35:00	EUR	QR CODE	COMPLETED	424.72	7.43	417.29
TXN003685	M0190	C00397	2025-05	2025-05-04 21:46:00	BGN	CARD	COMPLETED	99.35	1.74	97.61
TXN003687	M0174	C00390	2024-08	2024-08-20 20:44:00	BGN	CARD	COMPLETED	612.8	10.72	602.08
TXN003688	M0120	C00439	2025-12	2025-12-26 16:37:00	GBP	CONTACTLESS	COMPLETED	1543.66	27.01	1516.65
TXN003689	M0012	C00735	2025-01	2025-01-09 00:22:00	EUR	CARD	COMPLETED	325.68	5.7	319.98
TXN003690	M0122	C00374	2024-11	2024-11-14 14:07:00	EUR	QR CODE	COMPLETED	1085.67	19.0	1066.67
TXN003691	M0156	C00381	2025-03	2025-03-11 03:11:00	EUR	CARD	COMPLETED	543.69	9.51	534.18
TXN003692	M0200	C00266	2023-08	2023-08-04 19:16:00	GBP	GOOGLE PAY	COMPLETED	1724.3	30.18	1694.12
TXN003693	M0156	C00843	2025-08	2025-08-13 04:39:00	EUR	QR CODE	COMPLETED	990.08	17.33	972.75
TXN003694	M0048	C00752	2025-05	2025-05-16 13:31:00	BGN	CARD	COMPLETED	101.2	1.77	99.43
