event_id,merchant_id,event_type,event_date,feature_name,session_duration_sec,platform
EVT001511,M0013,dashboard_viewed,2024-02-28 00:00:00,,691,iOS
EVT001512,M0191,terminal_activated,2025-10-23 00:00:00,,,iOS
EVT001513,M0103,app_login,2024-06-07 00:00:00,,1608,Android
EVT001514,M0023,terminal_activated,2024-05-23 00:00:00,,,iOS
EVT001515,M0100,plan_upgraded,2025-02-15 00:00:00,,,Web
EVT001516,M0193,payout_requested,2023-12-21 00:00:00,,,iOS
EVT001517,M0077,feature_used,2025-02-11 00:00:00,,,Android
EVT001518,M0176,feature_used,2024-05-10 00:00:00,,,iOS
EVT001519,M0095,feature_used,2025-10-24 00:00:00,Inventory,,Android
EVT001520,M0122,app_login,2025-08-31 00:00:00,,896,iOS
EVT001521,M0194,app_login,2025-02-17 00:00:00,,1287,iOS
EVT001522,M0112,feature_used,2023-04-20 00:00:00,Invoicing,,Web
EVT001523,M0088,payout_requested,2025-11-01 00:00:00,,,iOS
EVT001524,M0166,support_ticket,2023-10-31 00:00:00,,,Android
EVT001525,M0135,feature_used,2025-04-18 00:00:00,Invoicing,,Android
EVT001526,M0120,app_login,2026-02-01 00:00:00,,1671,Android
EVT001527,M0077,first_transaction,2024-04-05 00:00:00,,,Web
EVT001528,M0077,dashboard_viewed,2025-05-15 00:00:00,,905,Android
EVT001529,M0146,terminal_activated,2024-07-26 00:00:00,,,iOS
EVT001530,M0132,first_transaction,2025-09-16 00:00:00,,,Android
EVT001531,M0025,feature_used,2025-10-19 00:00:00,Online Store,,Android
EVT001532,M0091,app_login,2024-12-17 00:00:00,,1604,Web
EVT001533,M0005,first_transaction,2025-05-09 00:00:00,,,Android
EVT001534,M0046,plan_upgraded,2025-06-28 00:00:00,,,Android
EVT001535,M0012,terminal_activated,2026-02-12 00:00:00,,,Web
EVT001536,M0077,app_login,2025-03-06 00:00:00,,1581,Web
EVT001537,M0116,feature_used,2025-01-05 00:00:00,Team Management,,iOS
EVT001538,M0055,first_transaction,2025-06-23 00:00:00,,,Web
EVT001539,M0067,dashboard_viewed,2024-04-22 00:00:00,,918,Web
EVT001540,M0005,terminal_activated,2023-10-29 00:00:00,,,iOS
EVT001541,M0044,support_ticket,2024-11-19 00:00:00,,,Web
EVT001542,M0104,dashboard_viewed,2025-12-29 00:00:00,,1262,Web
EVT001543,M0125,app_login,2026-02-28 00:00:00,,768,Web
EVT001544,M0173,payout_requested,2025-03-28 00:00:00,,,Android
EVT001545,M0078,terminal_activated,2024-07-11 00:00:00,,,iOS
EVT001546,M0049,first_transaction,2023-08-25 00:00:00,,,Web
EVT001547,M0049,dashboard_viewed,2024-03-10 00:00:00,,1015,Web
EVT001548,M0038,feature_used,2024-10-16 00:00:00,,,Web
EVT001549,M0049,terminal_activated,2025-10-05 00:00:00,,,Android
EVT001550,M0038,feature_used,2023-08-19 00:00:00,Invoicing,,iOS
EVT001551,M0040,support_ticket,2025-06-01 00:00:00,,,Android
EVT001552,M0121,terminal_activated,2025-09-20 00:00:00,,,Web
EVT001553,M0063,app_login,2025-09-14 00:00:00,,1728,Android
EVT001554,M0014,app_login,2024-12-20 00:00:00,,1321,Web
EVT001555,M0111,payout_requested,2025-04-13 00:00:00,,,Web
EVT001556,M0149,feature_used,2025-04-02 00:00:00,Team Management,,iOS
EVT001557,M0125,app_login,2025-11-14 00:00:00,,1240,Web
EVT001558,M0157,payout_requested,2025-10-17 00:00:00,,,iOS
EVT001559,M0183,terminal_activated,2023-11-29 00:00:00,,,Android
EVT001560,M0148,app_login,2023-12-14 00:00:00,,578,Web
EVT001561,M0107,dashboard_viewed,2024-09-21 00:00:00,,1043,Web
EVT001562,M0166,app_login,2025-05-09 00:00:00,,923,iOS
EVT001563,M0042,app_login,2024-09-20 00:00:00,,991,Android
EVT001564,M0113,app_login,2025-05-18 00:00:00,,1233,Web
EVT001565,M0087,payout_requested,2025-08-26 00:00:00,,,iOS
EVT001566,M0076,support_ticket,2025-05-14 00:00:00,,,Android
EVT001567,M0173,support_ticket,2024-05-09 00:00:00,,,Android
EVT001568,M0042,feature_used,2024-12-22 00:00:00,,,Web
EVT001569,M0023,support_ticket,2023-12-13 00:00:00,,,iOS
EVT001570,M0052,first_transaction,2025-12-20 00:00:00,,,iOS
EVT001571,M0107,payout_requested,2025-10-12 00:00:00,,,Android
EVT001572,M0061,app_login,2024-09-11 00:00:00,,67,Android
EVT001573,M0067,app_login,2024-06-15 00:00:00,,387,Web
EVT001574,M0009,dashboard_viewed,2025-06-07 00:00:00,,911,iOS
EVT001575,M0159,app_login,2024-09-23 00:00:00,,488,Android
EVT001576,M0067,payout_requested,2025-01-02 00:00:00,,,iOS
EVT001577,M0198,dashboard_viewed,2025-06-24 00:00:00,,339,Web
EVT001578,M0132,feature_used,2023-11-29 00:00:00,,,iOS
EVT001579,M0113,plan_upgraded,2025-01-27 00:00:00,,,iOS
EVT001580,M0157,feature_used,2024-09-17 00:00:00,Online Store,,iOS
EVT001581,M0130,first_transaction,2024-09-27 00:00:00,,,iOS
EVT001582,M0093,first_transaction,2024-03-23 00:00:00,,,Web
EVT001583,M0114,plan_upgraded,2025-07-14 00:00:00,,,Web
EVT001584,M0026,first_transaction,2025-09-10 00:00:00,,,Android
EVT001585,M0036,first_transaction,2024-08-25 00:00:00,,,Android
EVT001586,M0107,plan_upgraded,2024-05-31 00:00:00,,,iOS
EVT001587,M0122,app_login,2025-07-13 00:00:00,,380,iOS
EVT001588,M0069,app_login,2025-03-15 00:00:00,,768,Web
EVT001589,M0171,app_login,2025-04-27 00:00:00,,1573,Web
EVT001590,M0108,plan_upgraded,2023-10-01 00:00:00,,,Android
EVT001591,M0106,dashboard_viewed,2025-11-29 00:00:00,,1775,Web
EVT001592,M0175,app_login,2023-11-13 00:00:00,,936,iOS
EVT001593,M0198,terminal_activated,2024-12-04 00:00:00,,,iOS
EVT001594,M0087,app_login,2023-12-12 00:00:00,,918,iOS
EVT001595,M0101,plan_upgraded,2025-01-08 00:00:00,,,Web
EVT001596,M0039,dashboard_viewed,2023-09-03 00:00:00,,1323,Web
EVT001597,M0170,dashboard_viewed,2025-03-28 00:00:00,,888,Android
EVT001598,M0175,support_ticket,2024-08-20 00:00:00,,,Web
EVT001599,M0191,app_login,2025-09-15 00:00:00,,46,Android
EVT001600,M0136,feature_used,2025-01-22 00:00:00,,,Android
EVT001601,M0115,feature_used,2025-06-12 00:00:00,Online Store,,Web
EVT001602,M0167,app_login,2024-12-19 00:00:00,,1692,Web
EVT001603,M0104,plan_upgraded,2024-10-01 00:00:00,,,iOS
EVT001604,M0010,feature_used,2024-12-09 00:00:00,,,Web
EVT001605,M0190,dashboard_viewed,2025-07-14 00:00:00,,467,iOS
EVT001606,M0131,feature_used,2025-02-21 00:00:00,Team Management,,Web
EVT001607,M0041,terminal_activated,2026-02-25 00:00:00,,,Web
EVT001608,M0067,app_login,2024-11-11 00:00:00,,1517,Android
EVT001609,M0130,first_transaction,2024-07-30 00:00:00,,,Android
EVT001610,M0067,feature_used,2025-01-01 00:00:00,Invoicing,,iOS
EVT001611,M0194,support_ticket,2024-06-12 00:00:00,,,Android
EVT001612,M0077,feature_used,2023-12-02 00:00:00,Inventory,,Android
EVT001613,M0061,dashboard_viewed,2026-02-24 00:00:00,,1493,Web
EVT001614,M0171,feature_used,2024-11-16 00:00:00,Analytics,,Android
EVT001615,M0077,app_login,2025-07-05 00:00:00,,1407,iOS
EVT001616,M0183,app_login,2025-12-04 00:00:00,,537,iOS
EVT001617,M0084,feature_used,2024-10-05 00:00:00,Team Management,,Android
EVT001618,M0026,first_transaction,2025-11-12 00:00:00,,,Android
EVT001619,M0021,terminal_activated,2025-05-09 00:00:00,,,iOS
EVT001620,M0122,app_login,2024-12-06 00:00:00,,786,Web
EVT001621,M0135,app_login,2025-05-23 00:00:00,,1092,Android
EVT001622,M0068,feature_used,2025-10-03 00:00:00,Inventory,,Android
EVT001623,M0177,payout_requested,2025-08-08 00:00:00,,,Web
EVT001624,M0107,dashboard_viewed,2024-10-19 00:00:00,,1065,iOS
EVT001625,M0125,support_ticket,2024-10-17 00:00:00,,,Web
EVT001626,M0132,dashboard_viewed,2023-12-27 00:00:00,,1452,iOS
EVT001627,M0117,feature_used,2025-08-07 00:00:00,Analytics,,Web
EVT001628,M0095,payout_requested,2023-09-26 00:00:00,,,Web
EVT001629,M0105,first_transaction,2025-01-24 00:00:00,,,Web
EVT001630,M0075,terminal_activated,2024-05-01 00:00:00,,,iOS
EVT001631,M0096,app_login,2025-08-30 00:00:00,,651,Android
EVT001632,M0125,terminal_activated,2024-10-31 00:00:00,,,iOS
EVT001633,M0151,app_login,2025-05-30 00:00:00,,610,iOS
EVT001634,M0047,dashboard_viewed,2025-06-26 00:00:00,,34,iOS
EVT001635,M0141,app_login,2023-07-10 00:00:00,,885,Android
EVT001636,M0147,app_login,2025-12-25 00:00:00,,721,Android
EVT001637,M0122,dashboard_viewed,2025-09-03 00:00:00,,301,iOS
EVT001638,M0130,feature_used,2025-09-02 00:00:00,,,Android
EVT001639,M0039,dashboard_viewed,2024-06-03 00:00:00,,212,Web
EVT001640,M0171,feature_used,2024-04-17 00:00:00,Analytics,,Android
EVT001641,M0087,feature_used,2025-07-05 00:00:00,,,Android
EVT001642,M0166,terminal_activated,2023-11-11 00:00:00,,,Web
EVT001643,M0007,feature_used,2025-07-18 00:00:00,Online Store,,Web
EVT001644,M0032,feature_used,2023-07-31 00:00:00,Analytics,,Web
EVT001645,M0139,feature_used,2023-05-03 00:00:00,Online Store,,Web
EVT001646,M0049,plan_upgraded,2025-01-04 00:00:00,,,iOS
EVT001647,M0031,support_ticket,2025-08-31 00:00:00,,,iOS
EVT001648,M0005,app_login,2024-01-28 00:00:00,,532,Web
EVT001649,M0149,app_login,2025-12-17 00:00:00,,1122,Web
EVT001650,M0083,app_login,2023-07-12 00:00:00,,1036,iOS
EVT001651,M0088,app_login,2025-06-20 00:00:00,,79,Web
EVT001652,M0082,app_login,2023-09-18 00:00:00,,264,iOS
EVT001653,M0139,first_transaction,2023-08-04 00:00:00,,,iOS
EVT001654,M0066,plan_upgraded,2024-06-09 00:00:00,,,Android
EVT001655,M0105,support_ticket,2023-04-29 00:00:00,,,Web
EVT001656,M0084,first_transaction,2024-05-20 00:00:00,,,Android
EVT001657,M0100,terminal_activated,2024-12-04 00:00:00,,,Android
EVT001658,M0083,app_login,2026-01-15 00:00:00,,1725,iOS
EVT001659,M0014,app_login,2025-08-30 00:00:00,,1230,iOS
EVT001660,M0127,feature_used,2024-10-19 00:00:00,Inventory,,iOS
EVT001661,M0069,terminal_activated,2025-05-05 00:00:00,,,Web
EVT001662,M0105,terminal_activated,2023-02-27 00:00:00,,,Android
EVT001663,M0163,app_login,2023-09-18 00:00:00,,581,Web
EVT001664,M0151,support_ticket,2025-04-30 00:00:00,,,Web
EVT001665,M0167,plan_upgraded,2024-11-07 00:00:00,,,Web
EVT001666,M0105,app_login,2025-10-19 00:00:00,,446,iOS
EVT001667,M0096,feature_used,2025-01-31 00:00:00,Analytics,,Web
EVT001668,M0109,payout_requested,2026-01-21 00:00:00,,,Android
EVT001669,M0011,terminal_activated,2025-06-15 00:00:00,,,Web
EVT001670,M0075,support_ticket,2024-05-16 00:00:00,,,iOS
EVT001671,M0016,payout_requested,2024-11-05 00:00:00,,,Android
EVT001672,M0154,app_login,2025-03-21 00:00:00,,808,Android
EVT001673,M0162,app_login,2025-08-18 00:00:00,,606,iOS
EVT001674,M0042,support_ticket,2025-10-05 00:00:00,,,iOS
EVT001675,M0077,terminal_activated,2024-03-31 00:00:00,,,iOS
EVT001676,M0186,feature_used,2024-09-22 00:00:00,Inventory,,iOS
EVT001677,M0157,feature_used,2025-04-26 00:00:00,,,Android
EVT001678,M0163,app_login,2025-08-23 00:00:00,,957,Android
EVT001679,M0063,support_ticket,2025-01-03 00:00:00,,,Android
EVT001680,M0054,feature_used,2025-09-02 00:00:00,Invoicing,,Web
EVT001681,M0035,feature_used,2023-08-24 00:00:00,Online Store,,Android
EVT001682,M0002,dashboard_viewed,2025-12-05 00:00:00,,385,Android
EVT001683,M0143,dashboard_viewed,2025-09-15 00:00:00,,1031,Android
EVT001684,M0138,terminal_activated,2025-08-09 00:00:00,,,Web
EVT001685,M0020,feature_used,2026-02-04 00:00:00,,,Android
EVT001686,M0173,first_transaction,2025-08-16 00:00:00,,,Android
EVT001687,M0154,app_login,2023-10-23 00:00:00,,1748,Web
EVT001688,M0003,first_transaction,2024-08-24 00:00:00,,,iOS
EVT001689,M0114,terminal_activated,2025-11-16 00:00:00,,,iOS
EVT001690,M0195,app_login,2025-07-14 00:00:00,,762,iOS
EVT001691,M0024,dashboard_viewed,2026-02-04 00:00:00,,650,Web
EVT001692,M0057,app_login,2025-07-22 00:00:00,,773,iOS
EVT001693,M0072,feature_used,2024-04-06 00:00:00,Invoicing,,iOS
EVT001694,M0164,app_login,2024-11-17 00:00:00,,1195,Web
EVT001695,M0127,first_transaction,2023-12-06 00:00:00,,,Web
EVT001696,M0190,feature_used,2025-03-25 00:00:00,Invoicing,,Web
EVT001697,M0033,support_ticket,2023-12-17 00:00:00,,,Android
EVT001698,M0146,dashboard_viewed,2025-10-26 00:00:00,,1522,Android
EVT001699,M0050,dashboard_viewed,2024-04-06 00:00:00,,1449,Web
EVT001700,M0137,feature_used,2025-06-07 00:00:00,Online Store,,Android
EVT001701,M0001,payout_requested,2023-04-27 00:00:00,,,Android
EVT001702,M0111,dashboard_viewed,2025-01-12 00:00:00,,591,iOS
EVT001703,M0175,feature_used,2025-03-04 00:00:00,Team Management,,Web
EVT001704,M0195,terminal_activated,2025-07-20 00:00:00,,,iOS
EVT001705,M0013,app_login,2024-07-18 00:00:00,,1120,Android
EVT001706,M0081,terminal_activated,2024-01-21 00:00:00,,,Android
EVT001707,M0021,dashboard_viewed,2024-03-25 00:00:00,,1540,iOS
EVT001708,M0177,app_login,2025-01-08 00:00:00,,541,iOS
EVT001709,M0043,app_login,2023-10-28 00:00:00,,1312,Web
EVT001710,M0025,terminal_activated,2025-05-25 00:00:00,,,iOS
EVT001711,M0152,plan_upgraded,2026-01-26 00:00:00,,,Android
EVT001712,M0065,app_login,2024-11-13 00:00:00,,518,Android
EVT001713,M0014,dashboard_viewed,2025-07-22 00:00:00,,1656,iOS
EVT001714,M0019,plan_upgraded,2025-10-02 00:00:00,,,iOS
EVT001715,M0161,app_login,2023-10-10 00:00:00,,205,iOS
EVT001716,M0009,app_login,2024-09-01 00:00:00,,1632,iOS
EVT001717,M0016,dashboard_viewed,2024-09-25 00:00:00,,142,Android
EVT001718,M0157,feature_used,2024-08-11 00:00:00,Invoicing,,Web
EVT001719,M0015,feature_used,2024-12-28 00:00:00,Inventory,,Android
EVT001720,M0025,feature_used,2025-05-14 00:00:00,Analytics,,Web
EVT001721,M0169,feature_used,2025-12-20 00:00:00,Inventory,,Android
EVT001722,M0110,dashboard_viewed,2023-11-25 00:00:00,,725,Web
EVT001723,M0173,plan_upgraded,2024-08-13 00:00:00,,,Web
EVT001724,M0085,feature_used,2024-09-13 00:00:00,Invoicing,,iOS
EVT001725,M0153,support_ticket,2025-06-10 00:00:00,,,iOS
EVT001726,M0147,first_transaction,2025-06-07 00:00:00,,,Android
EVT001727,M0108,feature_used,2025-02-06 00:00:00,Inventory,,iOS
EVT001728,M0063,first_transaction,2024-03-25 00:00:00,,,iOS
EVT001729,M0033,app_login,2024-10-28 00:00:00,,1080,Web
EVT001730,M0194,app_login,2025-09-25 00:00:00,,1138,iOS
EVT001731,M0038,feature_used,2025-04-05 00:00:00,Team Management,,Android
EVT001732,M0095,payout_requested,2025-12-21 00:00:00,,,Web
EVT001733,M0169,support_ticket,2024-11-09 00:00:00,,,iOS
EVT001734,M0130,dashboard_viewed,2025-12-23 00:00:00,,1788,iOS
EVT001735,M0109,app_login,2025-01-23 00:00:00,,1341,iOS
EVT001736,M0018,app_login,2025-12-22 00:00:00,,1452,Web
EVT001737,M0120,feature_used,2025-04-12 00:00:00,Online Store,,Web
EVT001738,M0086,feature_used,2025-08-20 00:00:00,Team Management,,iOS
EVT001739,M0027,feature_used,2026-01-17 00:00:00,Invoicing,,Android
EVT001740,M0057,dashboard_viewed,2025-10-05 00:00:00,,486,Web
EVT001741,M0059,feature_used,2025-03-12 00:00:00,Analytics,,Android
EVT001742,M0189,plan_upgraded,2025-02-14 00:00:00,,,Web
EVT001743,M0097,app_login,2025-01-01 00:00:00,,1721,iOS
EVT001744,M0093,terminal_activated,2024-05-29 00:00:00,,,iOS
EVT001745,M0143,first_transaction,2024-07-19 00:00:00,,,Android
EVT001746,M0050,feature_used,2025-03-17 00:00:00,Invoicing,,iOS
EVT001747,M0051,first_transaction,2023-12-22 00:00:00,,,iOS
EVT001748,M0068,support_ticket,2024-12-03 00:00:00,,,Web
EVT001749,M0063,first_transaction,2024-03-02 00:00:00,,,iOS
EVT001750,M0068,dashboard_viewed,2024-01-12 00:00:00,,1732,Web
EVT001751,M0036,app_login,2024-05-24 00:00:00,,723,iOS
EVT001752,M0079,feature_used,2025-03-29 00:00:00,Team Management,,Web
EVT001753,M0044,payout_requested,2025-11-01 00:00:00,,,Web
EVT001754,M0112,dashboard_viewed,2023-03-22 00:00:00,,272,iOS
EVT001755,M0034,plan_upgraded,2024-06-25 00:00:00,,,Web
EVT001756,M0097,support_ticket,2025-05-18 00:00:00,,,Web
EVT001757,M0110,payout_requested,2024-09-13 00:00:00,,,iOS
EVT001758,M0196,feature_used,2024-11-03 00:00:00,Online Store,,Android
EVT001759,M0039,app_login,2023-08-29 00:00:00,,1319,Android
EVT001760,M0033,dashboard_viewed,2025-03-29 00:00:00,,1031,iOS
EVT001761,M0187,terminal_activated,2025-07-25 00:00:00,,,Web
EVT001762,M0158,terminal_activated,2025-09-12 00:00:00,,,Android
EVT001763,M0193,dashboard_viewed,2025-12-17 00:00:00,,796,Android
EVT001764,M0133,feature_used,2024-05-05 00:00:00,,,Android
EVT001765,M0135,support_ticket,2025-10-30 00:00:00,,,Android
EVT001766,M0122,app_login,2025-05-21 00:00:00,,1336,Web
EVT001767,M0167,terminal_activated,2024-08-12 00:00:00,,,iOS
EVT001768,M0116,dashboard_viewed,2025-05-19 00:00:00,,477,Android
EVT001769,M0109,dashboard_viewed,2026-02-07 00:00:00,,351,Android
EVT001770,M0066,feature_used,2024-05-20 00:00:00,Invoicing,,Android
EVT001771,M0114,feature_used,2025-02-26 00:00:00,Online Store,,iOS
EVT001772,M0120,feature_used,2025-04-15 00:00:00,Inventory,,Android
EVT001773,M0120,app_login,2025-05-01 00:00:00,,1677,Android
EVT001774,M0082,app_login,2023-05-05 00:00:00,,397,Android
EVT001775,M0060,app_login,2024-08-28 00:00:00,,765,iOS
EVT001776,M0076,dashboard_viewed,2025-07-16 00:00:00,,1149,Web
EVT001777,M0021,plan_upgraded,2024-10-19 00:00:00,,,iOS
EVT001778,M0031,terminal_activated,2024-04-13 00:00:00,,,Web
EVT001779,M0052,app_login,2025-01-21 00:00:00,,542,Android
EVT001780,M0191,dashboard_viewed,2025-07-06 00:00:00,,420,Web
EVT001781,M0155,payout_requested,2025-12-16 00:00:00,,,Web
EVT001782,M0190,feature_used,2025-06-21 00:00:00,Invoicing,,Android
EVT001783,M0073,dashboard_viewed,2025-05-15 00:00:00,,860,Web
EVT001784,M0194,support_ticket,2025-06-03 00:00:00,,,Web
EVT001785,M0132,payout_requested,2024-02-29 00:00:00,,,Android
EVT001786,M0059,app_login,2025-12-11 00:00:00,,459,Android
EVT001787,M0060,feature_used,2025-12-29 00:00:00,Inventory,,Web
EVT001788,M0119,app_login,2023-07-09 00:00:00,,671,iOS
EVT001789,M0110,plan_upgraded,2025-09-03 00:00:00,,,iOS
EVT001790,M0113,app_login,2024-11-05 00:00:00,,797,iOS
EVT001791,M0148,dashboard_viewed,2024-08-17 00:00:00,,1541,iOS
EVT001792,M0128,dashboard_viewed,2025-02-24 00:00:00,,725,iOS
EVT001793,M0108,app_login,2025-06-21 00:00:00,,856,Web
EVT001794,M0138,app_login,2025-06-07 00:00:00,,77,Web
EVT001795,M0009,payout_requested,2024-12-01 00:00:00,,,Android
EVT001796,M0146,feature_used,2026-01-16 00:00:00,Online Store,,Web
EVT001797,M0101,payout_requested,2023-09-29 00:00:00,,,Android
EVT001798,M0017,feature_used,2024-02-03 00:00:00,Inventory,,iOS
EVT001799,M0085,feature_used,2025-08-31 00:00:00,,,Android
EVT001800,M0024,first_transaction,2025-11-22 00:00:00,,,iOS
EVT001801,M0009,dashboard_viewed,2025-11-09 00:00:00,,84,iOS
EVT001802,M0051,terminal_activated,2024-07-26 00:00:00,,,Android
EVT001803,M0053,app_login,2025-02-27 00:00:00,,1103,iOS
EVT001804,M0117,terminal_activated,2024-12-16 00:00:00,,,iOS
EVT001805,M0044,app_login,2026-02-22 00:00:00,,871,Android
EVT001806,M0041,payout_requested,2023-11-07 00:00:00,,,Web
EVT001807,M0108,feature_used,2023-07-22 00:00:00,Inventory,,iOS
EVT001808,M0034,dashboard_viewed,2024-10-24 00:00:00,,915,Web
EVT001809,M0171,feature_used,2024-11-25 00:00:00,Online Store,,Android
EVT001810,M0151,app_login,2025-12-26 00:00:00,,1432,Android
EVT001811,M0071,app_login,2023-08-15 00:00:00,,942,iOS
EVT001812,M0103,feature_used,2024-06-14 00:00:00,Online Store,,Android
EVT001813,M0146,dashboard_viewed,2025-08-23 00:00:00,,977,Web
EVT001814,M0011,support_ticket,2025-03-17 00:00:00,,,Web
EVT001815,M0117,app_login,2025-11-13 00:00:00,,1487,Android
EVT001816,M0101,feature_used,2025-06-10 00:00:00,Analytics,,Android
EVT001817,M0064,first_transaction,2025-11-01 00:00:00,,,Android
EVT001818,M0099,dashboard_viewed,2024-06-12 00:00:00,,1460,Web
EVT001819,M0025,app_login,2026-02-12 00:00:00,,119,iOS
EVT001820,M0041,app_login,2026-02-21 00:00:00,,627,Web
EVT001821,M0018,support_ticket,2025-04-01 00:00:00,,,Android
EVT001822,M0106,payout_requested,2024-01-08 00:00:00,,,Android
EVT001823,M0020,plan_upgraded,2025-07-21 00:00:00,,,Android
EVT001824,M0105,feature_used,2024-05-30 00:00:00,Analytics,,Web
EVT001825,M0012,feature_used,2024-12-28 00:00:00,,,Web
EVT001826,M0173,support_ticket,2024-05-31 00:00:00,,,Android
EVT001827,M0191,app_login,2025-04-15 00:00:00,,842,iOS
EVT001828,M0003,app_login,2023-12-28 00:00:00,,699,Web
EVT001829,M0192,feature_used,2025-06-28 00:00:00,Invoicing,,iOS
EVT001830,M0141,support_ticket,2025-09-22 00:00:00,,,iOS
EVT001831,M0121,dashboard_viewed,2024-02-08 00:00:00,,379,iOS
EVT001832,M0156,first_transaction,2025-01-20 00:00:00,,,iOS
EVT001833,M0137,support_ticket,2023-12-30 00:00:00,,,iOS
EVT001834,M0172,plan_upgraded,2025-05-23 00:00:00,,,Android
EVT001835,M0040,app_login,2024-09-01 00:00:00,,473,Web
EVT001836,M0009,dashboard_viewed,2025-12-24 00:00:00,,472,Android
EVT001837,M0179,terminal_activated,2025-10-03 00:00:00,,,Web
EVT001838,M0165,support_ticket,2023-10-20 00:00:00,,,Android
EVT001839,M0177,app_login,2024-12-27 00:00:00,,1255,iOS
EVT001840,M0013,plan_upgraded,2025-07-08 00:00:00,,,iOS
EVT001841,M0064,app_login,2025-04-17 00:00:00,,439,iOS
EVT001842,M0005,app_login,2023-07-16 00:00:00,,720,iOS
EVT001843,M0175,support_ticket,2024-05-26 00:00:00,,,iOS
EVT001844,M0171,first_transaction,2023-09-05 00:00:00,,,iOS
EVT001845,M0107,feature_used,2025-04-24 00:00:00,Team Management,,Web
EVT001846,M0161,first_transaction,2024-01-03 00:00:00,,,Web
EVT001847,M0102,payout_requested,2024-08-09 00:00:00,,,iOS
EVT001848,M0055,first_transaction,2024-04-16 00:00:00,,,iOS
EVT001849,M0004,app_login,2025-02-18 00:00:00,,54,Android
EVT001850,M0055,feature_used,2023-07-27 00:00:00,,,Android
EVT001851,M0167,feature_used,2024-02-14 00:00:00,Invoicing,,iOS
EVT001852,M0106,app_login,2026-02-21 00:00:00,,238,Web
EVT001853,M0138,plan_upgraded,2025-05-19 00:00:00,,,iOS
EVT001854,M0065,payout_requested,2025-03-23 00:00:00,,,Android
EVT001855,M0162,support_ticket,2026-02-06 00:00:00,,,Web
EVT001856,M0035,app_login,2025-06-02 00:00:00,,1589,Web
EVT001857,M0082,payout_requested,2025-11-27 00:00:00,,,iOS
EVT001858,M0086,terminal_activated,2025-10-21 00:00:00,,,Android
EVT001859,M0131,feature_used,2024-09-27 00:00:00,Online Store,,Web
EVT001860,M0181,payout_requested,2024-03-12 00:00:00,,,iOS
EVT001861,M0158,plan_upgraded,2024-08-15 00:00:00,,,Android
EVT001862,M0061,support_ticket,2025-03-31 00:00:00,,,Web
EVT001863,M0021,terminal_activated,2025-03-18 00:00:00,,,Android
EVT001864,M0076,app_login,2025-05-07 00:00:00,,448,Web
EVT001865,M0010,app_login,2025-11-17 00:00:00,,1254,Android
EVT001866,M0190,dashboard_viewed,2025-02-11 00:00:00,,599,Android
EVT001867,M0165,plan_upgraded,2023-06-13 00:00:00,,,Web
EVT001868,M0107,feature_used,2025-03-16 00:00:00,Invoicing,,iOS
EVT001869,M0188,app_login,2024-12-06 00:00:00,,451,Web
EVT001870,M0014,dashboard_viewed,2025-03-05 00:00:00,,1671,Web
EVT001871,M0179,support_ticket,2025-09-19 00:00:00,,,Android
EVT001872,M0134,app_login,2025-09-10 00:00:00,,1319,iOS
EVT001873,M0017,dashboard_viewed,2023-10-05 00:00:00,,424,iOS
EVT001874,M0163,payout_requested,2024-03-26 00:00:00,,,iOS
EVT001875,M0024,first_transaction,2025-11-18 00:00:00,,,iOS
EVT001876,M0061,feature_used,2025-10-04 00:00:00,,,Android
EVT001877,M0080,first_transaction,2024-12-15 00:00:00,,,iOS
EVT001878,M0109,first_transaction,2025-03-13 00:00:00,,,Android
EVT001879,M0074,feature_used,2025-09-24 00:00:00,Analytics,,Android
EVT001880,M0124,terminal_activated,2024-09-03 00:00:00,,,Android
EVT001881,M0097,first_transaction,2025-09-21 00:00:00,,,Android
EVT001882,M0130,feature_used,2025-08-16 00:00:00,Analytics,,Android
EVT001883,M0006,plan_upgraded,2024-07-07 00:00:00,,,iOS
EVT001884,M0195,dashboard_viewed,2024-12-16 00:00:00,,1248,Web
EVT001885,M0040,feature_used,2024-08-29 00:00:00,Team Management,,Android
EVT001886,M0119,app_login,2024-01-28 00:00:00,,798,Web
EVT001887,M0156,feature_used,2025-03-01 00:00:00,Analytics,,Web
EVT001888,M0121,first_transaction,2024-04-06 00:00:00,,,iOS
EVT001889,M0004,dashboard_viewed,2025-03-20 00:00:00,,1036,Android
EVT001890,M0107,payout_requested,2025-06-11 00:00:00,,,Android
EVT001891,M0126,app_login,2024-10-14 00:00:00,,867,iOS
EVT001892,M0032,app_login,2024-01-05 00:00:00,,427,Android
EVT001893,M0066,plan_upgraded,2026-02-11 00:00:00,,,Web
EVT001894,M0090,feature_used,2025-02-05 00:00:00,,,Web
EVT001895,M0095,support_ticket,2025-03-25 00:00:00,,,Android
EVT001896,M0189,app_login,2025-07-14 00:00:00,,100,Android
EVT001897,M0162,support_ticket,2024-04-11 00:00:00,,,Web
EVT001898,M0171,feature_used,2023-12-10 00:00:00,Online Store,,Android
EVT001899,M0175,first_transaction,2024-06-23 00:00:00,,,Web
EVT001900,M0149,payout_requested,2026-01-21 00:00:00,,,iOS
EVT001901,M0004,first_transaction,2024-10-27 00:00:00,,,Web
EVT001902,M0183,dashboard_viewed,2024-12-21 00:00:00,,1476,Web
EVT001903,M0021,feature_used,2024-09-09 00:00:00,Inventory,,iOS
