merchant_id,month,total_transactions,completed_transactions,failed_transactions,chargeback_count,total_revenue,conversion_rate_pct
M0063,2025-11,1,1,0,0,2102.57,100.0
M0063,2025-12,3,3,0,0,2024.66,100.0
M0063,2026-01,1,0,1,0,0.0,0.0
M0063,2026-02,1,1,0,0,2006.57,100.0
M0064,2024-09,1,1,0,0,694.12,100.0
M0064,2024-10,6,6,0,0,6550.7,100.0
M0064,2024-11,1,0,1,0,0.0,0.0
M0064,2024-12,2,2,0,0,1342.74,100.0
M0064,2025-01,2,2,0,0,4046.58,100.0
M0064,2025-02,5,5,0,0,6304.99,100.0
M0064,2025-03,3,2,0,0,2242.33,66.67
M0064,2025-04,1,0,1,0,0.0,0.0
M0064,2025-05,2,2,0,0,2822.15,100.0
M0064,2025-07,1,1,0,0,578.3,100.0
M0064,2025-08,2,1,0,1,717.17,50.0
M0064,2025-10,3,1,0,0,1926.07,33.33
M0064,2025-11,1,0,0,0,0.0,0.0
M0064,2025-12,1,1,0,0,482.29,100.0
M0064,2026-01,1,1,0,0,1397.53,100.0
M0064,2026-02,3,2,1,0,2375.59,66.67
M0064,2026-03,1,1,0,0,398.56,100.0
M0065,2023-07,1,1,0,0,1075.99,100.0
M0065,2023-08,2,1,0,0,533.16,50.0
M0065,2023-09,2,2,0,0,4630.84,100.0
M0065,2023-11,2,1,1,0,882.56,50.0
M0065,2023-12,2,2,0,0,2887.06,100.0
M0065,2024-02,1,1,0,0,475.02,100.0
M0065,2024-04,2,2,0,0,3423.73,100.0
M0065,2024-06,2,1,0,1,1796.71,50.0
M0065,2024-07,2,1,1,0,1481.63,50.0
M0065,2024-10,3,3,0,0,3156.08,100.0
M0065,2024-12,2,0,1,0,0.0,0.0
M0065,2025-02,3,3,0,0,3384.22,100.0
M0065,2025-03,1,1,0,0,2156.4,100.0
M0065,2025-04,1,0,1,0,0.0,0.0
M0065,2025-05,1,0,1,0,0.0,0.0
M0065,2025-06,2,1,0,0,1963.45,50.0
M0065,2025-09,2,2,0,0,1843.11,100.0
M0066,2024-03,3,3,0,0,5883.27,100.0
M0066,2024-04,2,1,1,0,1622.56,50.0
M0066,2024-05,3,2,1,0,2208.49,66.67
M0066,2024-06,2,2,0,0,1781.68,100.0
M0066,2024-08,3,2,0,0,767.64,66.67
M0066,2024-09,1,1,0,0,1827.21,100.0
M0066,2024-12,2,2,0,0,916.2,100.0
M0066,2025-01,1,1,0,0,1392.26,100.0
M0066,2025-02,1,1,0,0,1780.54,100.0
M0066,2025-04,2,1,1,0,2383.83,50.0
M0066,2025-05,1,1,0,0,2449.95,100.0
M0066,2025-06,3,3,0,0,3159.72,100.0
M0066,2025-07,1,1,0,0,2138.23,100.0
M0066,2025-08,2,1,0,1,2396.64,50.0
M0066,2025-09,1,1,0,0,1197.1,100.0
M0066,2025-10,2,2,0,0,2288.64,100.0
M0066,2026-01,1,1,0,0,998.37,100.0
M0066,2026-03,1,1,0,0,1742.51,100.0
M0067,2024-01,1,1,0,0,427.29,100.0
M0067,2024-02,2,2,0,0,1465.26,100.0
M0067,2024-03,1,1,0,0,1094.59,100.0
M0067,2024-04,2,2,0,0,2720.35,100.0
M0067,2024-05,3,3,0,0,3833.76,100.0
M0067,2024-06,2,1,1,0,517.9,50.0
M0067,2024-07,1,1,0,0,2.68,100.0
M0067,2024-08,1,1,0,0,64.5,100.0
M0067,2024-09,1,1,0,0,487.23,100.0
M0067,2024-10,1,1,0,0,2142.09,100.0
M0067,2024-12,1,1,0,0,427.7,100.0
M0067,2025-01,1,0,1,0,0.0,0.0
M0067,2025-02,1,1,0,0,57.8,100.0
M0067,2025-03,1,1,0,0,2433.17,100.0
M0067,2025-05,1,1,0,0,1771.01,100.0
M0067,2025-07,1,1,0,0,722.66,100.0
M0067,2025-08,1,0,0,0,0.0,0.0
M0067,2025-09,6,4,1,1,8147.38,66.67
M0068,2023-12,1,1,0,0,1082.54,100.0
M0068,2024-01,2,2,0,0,1454.18,100.0
M0068,2024-03,1,1,0,0,590.3,100.0
M0068,2024-04,1,1,0,0,1054.93,100.0
M0068,2024-06,2,2,0,0,763.63,100.0
M0068,2024-08,1,1,0,0,2012.21,100.0
M0068,2024-09,1,1,0,0,226.75,100.0
M0068,2024-10,1,1,0,0,1564.44,100.0
M0068,2024-11,1,1,0,0,1944.95,100.0
M0068,2025-01,1,1,0,0,1739.7,100.0
M0068,2025-03,3,2,0,0,1408.96,66.67
M0068,2025-04,1,1,0,0,1999.53,100.0
M0068,2025-05,2,2,0,0,2390.29,100.0
M0068,2025-06,2,2,0,0,2874.12,100.0
M0068,2025-10,1,1,0,0,1406.36,100.0
M0068,2025-11,2,1,0,1,74.19,50.0
M0068,2026-02,2,2,0,0,3512.83,100.0
M0069,2024-02,1,1,0,0,1444.72,100.0
M0069,2024-03,1,0,0,0,0.0,0.0
M0069,2024-04,1,1,0,0,1359.7,100.0
M0069,2024-05,1,1,0,0,1761.47,100.0
M0069,2024-06,1,1,0,0,1786.63,100.0
M0069,2024-07,4,2,1,1,3163.34,50.0
M0069,2024-08,2,1,1,0,1025.84,50.0
M0069,2024-09,2,2,0,0,4246.02,100.0
M0069,2024-10,1,1,0,0,250.37,100.0
M0069,2024-11,1,1,0,0,2341.48,100.0
M0069,2024-12,1,1,0,0,1897.87,100.0
M0069,2025-01,1,1,0,0,1025.63,100.0
M0069,2025-03,1,0,0,0,0.0,0.0
M0069,2025-04,1,1,0,0,2270.1,100.0
M0069,2025-05,1,1,0,0,374.67,100.0
M0069,2025-08,1,1,0,0,828.48,100.0
M0069,2025-09,1,1,0,0,487.59,100.0
M0069,2025-10,1,1,0,0,2281.58,100.0
M0069,2025-11,1,1,0,0,1510.12,100.0
M0069,2025-12,1,1,0,0,2059.92,100.0
M0069,2026-01,3,3,0,0,2828.03,100.0
M0070,2024-01,4,3,0,0,3845.33,75.0
M0070,2024-02,2,2,0,0,2992.16,100.0
M0070,2024-03,4,3,1,0,4358.01,75.0
M0070,2024-06,1,1,0,0,1189.53,100.0
M0070,2024-09,1,1,0,0,207.57,100.0
M0070,2024-10,3,1,1,0,1750.49,33.33
M0070,2024-11,3,3,0,0,2179.96,100.0
M0070,2024-12,4,4,0,0,5501.23,100.0
M0070,2025-01,1,1,0,0,1594.04,100.0
M0070,2025-02,2,2,0,0,3629.88,100.0
M0070,2025-03,4,3,0,1,2265.71,75.0
M0070,2025-04,1,1,0,0,22.72,100.0
M0070,2025-05,2,1,0,0,172.6,50.0
M0070,2025-09,1,1,0,0,899.92,100.0
M0071,2023-05,2,2,0,0,2240.63,100.0
M0071,2023-06,1,1,0,0,989.04,100.0
M0071,2023-07,1,1,0,0,1894.62,100.0
M0071,2023-08,2,2,0,0,261.62,100.0
M0071,2023-09,1,1,0,0,964.06,100.0
M0071,2023-10,2,0,0,0,0.0,0.0
M0071,2023-12,1,0,1,0,0.0,0.0
M0071,2024-01,2,1,0,1,2132.53,50.0
M0071,2024-04,1,1,0,0,1653.77,100.0
M0071,2024-05,1,1,0,0,2336.23,100.0
M0071,2024-06,1,0,0,0,0.0,0.0
M0071,2024-07,1,1,0,0,974.6,100.0
M0071,2024-09,3,3,0,0,4050.5,100.0
M0071,2024-11,1,1,0,0,367.17,100.0
M0071,2024-12,1,1,0,0,405.38,100.0
M0071,2025-01,2,1,1,0,2212.48,50.0
M0071,2025-02,1,1,0,0,198.19,100.0
M0071,2025-03,3,3,0,0,4547.08,100.0
M0071,2025-04,1,0,1,0,0.0,0.0
M0071,2025-05,2,0,0,1,0.0,0.0
M0071,2025-07,1,1,0,0,767.94,100.0
M0071,2025-08,1,1,0,0,1935.35,100.0
M0071,2025-09,2,2,0,0,2620.52,100.0
M0071,2025-10,1,1,0,0,786.97,100.0
M0071,2025-11,1,1,0,0,1413.19,100.0
M0072,2023-03,1,1,0,0,2074.4,100.0
M0072,2023-05,1,1,0,0,463.27,100.0
M0072,2023-07,1,0,0,0,0.0,0.0
M0072,2023-08,1,0,0,0,0.0,0.0
M0072,2023-12,1,1,0,0,931.33,100.0
M0072,2024-02,1,1,0,0,767.06,100.0
M0072,2024-03,1,1,0,0,1812.01,100.0
M0072,2024-05,1,1,0,0,2313.3,100.0
M0072,2024-10,1,1,0,0,2361.84,100.0
M0072,2024-11,1,1,0,0,834.3,100.0
M0072,2025-01,2,1,0,0,814.81,50.0
M0072,2025-02,1,1,0,0,1091.18,100.0
M0072,2025-03,2,1,1,0,1806.53,50.0
M0072,2025-04,1,0,0,0,0.0,0.0
M0072,2025-05,1,1,0,0,2063.39,100.0
M0072,2025-08,1,1,0,0,2249.84,100.0
M0072,2025-10,2,2,0,0,3166.75,100.0
M0072,2025-11,4,3,1,0,6326.04,75.0
M0072,2026-01,2,2,0,0,1146.98,100.0
M0073,2024-05,3,3,0,0,5348.35,100.0
M0073,2024-06,2,2,0,0,1781.09,100.0
M0073,2024-07,1,1,0,0,560.65,100.0
M0073,2024-09,4,4,0,0,4237.49,100.0
M0073,2024-12,1,1,0,0,1256.05,100.0
M0073,2025-01,1,1,0,0,38.81,100.0
M0073,2025-02,1,0,1,0,0.0,0.0
M0073,2025-05,1,1,0,0,1946.45,100.0
M0073,2025-07,1,1,0,0,125.0,100.0
M0073,2025-08,2,2,0,0,706.48,100.0
M0073,2025-09,3,3,0,0,3399.65,100.0
M0073,2025-10,3,3,0,0,1246.27,100.0
M0073,2025-11,1,1,0,0,917.31,100.0
M0073,2025-12,1,1,0,0,646.53,100.0
M0073,2026-01,2,1,0,0,1987.11,50.0
M0073,2026-02,2,2,0,0,2915.38,100.0
M0073,2026-03,1,1,0,0,602.69,100.0
M0074,2024-12,1,1,0,0,426.65,100.0
M0074,2025-02,3,2,0,0,3508.25,66.67
M0074,2025-03,1,1,0,0,749.74,100.0
M0074,2025-04,1,0,0,1,0.0,0.0
M0074,2025-05,3,3,0,0,3957.48,100.0
M0074,2025-06,2,1,1,0,1937.16,50.0
M0074,2025-08,1,1,0,0,1690.11,100.0
M0074,2025-09,2,2,0,0,707.35,100.0
M0074,2025-10,2,2,0,0,3658.47,100.0
M0074,2025-11,3,2,1,0,3161.09,66.67
M0074,2025-12,2,2,0,0,1591.16,100.0
M0074,2026-01,3,2,0,0,4001.92,66.67
M0074,2026-02,1,1,0,0,1484.66,100.0
M0075,2024-01,1,1,0,0,702.8,100.0
M0075,2024-02,1,0,0,0,0.0,0.0
M0075,2024-03,1,1,0,0,2137.43,100.0
M0075,2024-04,4,3,0,0,4394.89,75.0
M0075,2024-05,3,2,0,0,4052.83,66.67
M0075,2024-07,1,1,0,0,2141.65,100.0
M0075,2024-09,2,1,0,1,784.98,50.0
M0075,2024-12,1,1,0,0,2391.77,100.0
M0075,2025-01,2,2,0,0,1530.0,100.0
M0075,2025-03,5,3,0,0,5675.14,60.0
M0075,2025-04,1,0,1,0,0.0,0.0
M0075,2025-05,1,1,0,0,2228.56,100.0
M0075,2025-06,2,2,0,0,1829.45,100.0
M0075,2025-08,2,1,0,0,879.93,50.0
M0075,2025-10,2,2,0,0,1220.5,100.0
M0075,2025-11,3,2,0,0,2330.19,66.67
M0075,2025-12,2,2,0,0,2291.54,100.0
M0075,2026-02,1,1,0,0,1111.71,100.0
M0076,2024-11,1,1,0,0,2337.64,100.0
M0076,2025-01,5,4,1,0,4755.0,80.0
M0076,2025-02,2,1,0,0,2421.37,50.0
M0076,2025-03,3,3,0,0,2857.31,100.0
M0076,2025-05,3,3,0,0,3869.22,100.0
M0076,2025-06,2,1,0,0,2288.7,50.0
M0076,2025-09,2,2,0,0,2692.72,100.0
M0076,2025-10,3,2,0,1,2993.13,66.67
M0076,2025-11,1,1,0,0,484.97,100.0
M0076,2025-12,1,0,0,0,0.0,0.0
M0077,2024-01,2,2,0,0,1208.29,100.0
M0077,2024-03,3,3,0,0,5240.25,100.0
M0077,2024-04,2,1,0,0,245.73,50.0
M0077,2024-05,2,1,1,0,920.01,50.0
M0077,2024-06,1,1,0,0,1199.56,100.0
M0077,2024-07,2,2,0,0,3206.4,100.0
M0077,2024-08,2,1,0,0,365.55,50.0
M0077,2024-09,1,1,0,0,2278.18,100.0
M0077,2024-11,1,1,0,0,513.95,100.0
M0077,2025-01,1,0,1,0,0.0,0.0
M0077,2025-02,4,4,0,0,4776.92,100.0
M0077,2025-04,3,3,0,0,2323.24,100.0
M0077,2025-05,5,4,0,0,7210.52,80.0
M0077,2025-06,2,2,0,0,4169.24,100.0
M0077,2025-07,1,1,0,0,1341.81,100.0
M0077,2025-08,2,1,1,0,944.94,50.0
M0077,2025-09,1,1,0,0,2247.52,100.0
M0078,2024-03,1,1,0,0,1217.48,100.0
M0078,2024-04,1,0,1,0,0.0,0.0
M0078,2024-05,1,1,0,0,2141.15,100.0
M0078,2024-06,3,1,2,0,36.51,33.33
M0078,2024-07,1,1,0,0,544.85,100.0
M0078,2024-08,1,1,0,0,639.02,100.0
M0078,2024-10,1,1,0,0,383.2,100.0
M0078,2025-02,1,1,0,0,1023.78,100.0
M0078,2025-03,1,1,0,0,1777.86,100.0
M0078,2025-04,1,1,0,0,1456.4,100.0
M0078,2025-05,1,1,0,0,1628.05,100.0
M0078,2025-06,4,3,0,0,3644.85,75.0
M0078,2025-07,2,2,0,0,3198.2,100.0
M0078,2025-10,3,3,0,0,1474.95,100.0
M0078,2026-01,1,1,0,0,173.53,100.0
M0078,2026-02,2,2,0,0,2605.88,100.0
M0078,2026-03,1,1,0,0,1695.65,100.0
M0079,2024-05,3,2,1,0,2697.02,66.67
M0079,2024-06,1,0,0,1,0.0,0.0
M0079,2024-07,1,1,0,0,1616.87,100.0
M0079,2024-08,1,1,0,0,459.26,100.0
M0079,2024-10,1,1,0,0,665.94,100.0
M0079,2025-01,1,1,0,0,600.71,100.0
M0079,2025-03,2,2,0,0,4265.77,100.0
M0079,2025-05,2,2,0,0,2100.23,100.0
M0079,2025-06,1,1,0,0,2131.41,100.0
M0079,2025-07,2,1,0,0,1883.1,50.0
M0079,2025-12,2,0,1,0,0.0,0.0
M0079,2026-01,2,2,0,0,2707.88,100.0
M0079,2026-03,2,2,0,0,1760.05,100.0
M0080,2024-06,1,1,0,0,2436.26,100.0
M0080,2024-07,1,1,0,0,809.27,100.0
M0080,2024-09,2,1,0,0,1797.99,50.0
M0080,2024-10,2,2,0,0,1249.37,100.0
M0080,2025-01,2,1,0,0,1351.92,50.0
M0080,2025-02,2,2,0,0,3431.98,100.0
M0080,2025-03,1,1,0,0,907.58,100.0
M0080,2025-04,1,1,0,0,559.78,100.0
M0080,2025-05,2,2,0,0,3566.1,100.0
M0080,2025-06,3,3,0,0,2505.47,100.0
M0080,2025-07,4,3,0,0,4209.52,75.0
M0080,2025-08,3,3,0,0,4344.66,100.0
M0080,2025-09,2,1,0,0,1917.68,50.0
M0080,2025-10,2,2,0,0,3184.66,100.0
M0080,2025-12,1,1,0,0,304.7,100.0
M0080,2026-01,1,0,1,0,0.0,0.0
M0081,2023-07,3,2,1,0,1509.67,66.67
M0081,2023-10,2,2,0,0,319.2,100.0
M0081,2023-12,2,2,0,0,3708.03,100.0
M0081,2024-01,2,2,0,0,1205.2,100.0
M0081,2024-03,3,3,0,0,4477.31,100.0
M0081,2024-05,4,4,0,0,7633.27,100.0
M0081,2024-08,1,1,0,0,1294.52,100.0
M0081,2024-09,3,3,0,0,2682.39,100.0
M0081,2024-10,3,3,0,0,2911.44,100.0
M0081,2024-11,2,1,1,0,2389.68,50.0
M0081,2024-12,1,1,0,0,529.68,100.0
M0081,2025-01,2,2,0,0,2758.42,100.0
M0081,2025-03,1,1,0,0,459.33,100.0
M0081,2025-05,2,2,0,0,4571.04,100.0
M0081,2025-07,1,1,0,0,2194.07,100.0
M0081,2025-08,1,0,1,0,0.0,0.0
M0081,2025-10,2,2,0,0,2093.58,100.0
M0081,2025-11,2,1,1,0,364.05,50.0
M0081,2026-01,1,1,0,0,2098.09,100.0
M0081,2026-02,2,2,0,0,1775.34,100.0
M0081,2026-03,1,1,0,0,792.18,100.0
M0082,2023-04,1,1,0,0,527.01,100.0
M0082,2023-07,1,1,0,0,1953.62,100.0
M0082,2023-08,3,3,0,0,5357.96,100.0
M0082,2023-09,1,1,0,0,1375.3,100.0
M0082,2024-02,1,1,0,0,2003.88,100.0
M0082,2024-06,1,1,0,0,1012.83,100.0
M0082,2024-07,1,1,0,0,478.91,100.0
M0082,2024-09,2,2,0,0,3913.77,100.0
M0082,2024-10,1,0,1,0,0.0,0.0
M0082,2024-11,2,1,0,1,1753.8,50.0
M0082,2024-12,1,1,0,0,1843.12,100.0
M0082,2025-01,1,1,0,0,680.42,100.0
M0082,2025-02,1,1,0,0,2438.65,100.0
M0082,2025-03,2,2,0,0,695.33,100.0
M0082,2025-04,2,1,0,1,15.21,50.0
M0082,2025-05,2,1,1,0,1061.25,50.0
M0082,2025-09,2,2,0,0,2171.57,100.0
M0082,2025-10,1,1,0,0,185.72,100.0
M0082,2025-11,2,2,0,0,1924.35,100.0
M0082,2026-01,1,1,0,0,853.03,100.0
M0083,2023-06,1,1,0,0,1189.71,100.0
M0083,2023-07,1,0,0,0,0.0,0.0
M0083,2023-09,1,0,1,0,0.0,0.0
M0083,2023-10,1,1,0,0,2330.35,100.0
M0083,2023-11,2,1,0,0,1607.22,50.0
M0083,2023-12,1,1,0,0,314.28,100.0
M0083,2024-03,1,1,0,0,2230.34,100.0
M0083,2024-04,1,1,0,0,133.75,100.0
M0083,2024-05,1,1,0,0,787.14,100.0
M0083,2024-08,3,3,0,0,3774.84,100.0
M0083,2024-10,1,0,0,0,0.0,0.0
M0083,2024-11,1,0,0,1,0.0,0.0
M0083,2024-12,1,1,0,0,82.0,100.0
M0083,2025-01,1,1,0,0,705.84,100.0
M0083,2025-03,1,1,0,0,2210.8,100.0
M0083,2025-05,2,2,0,0,3228.09,100.0
M0083,2025-07,3,3,0,0,2747.33,100.0
M0083,2025-11,2,2,0,0,4278.72,100.0
M0083,2025-12,1,0,1,0,0.0,0.0
M0083,2026-02,1,1,0,0,1687.85,100.0
M0084,2024-05,1,0,0,0,0.0,0.0
M0084,2024-06,1,1,0,0,1797.08,100.0
M0084,2024-07,3,2,0,0,2305.44,66.67
M0084,2024-08,2,2,0,0,3368.55,100.0
M0084,2024-10,2,1,0,0,1181.0,50.0
M0084,2025-01,1,1,0,0,1019.54,100.0
M0084,2025-02,1,1,0,0,1199.39,100.0
M0084,2025-03,1,1,0,0,16.12,100.0
M0084,2025-05,2,1,1,0,2208.64,50.0
M0084,2025-06,1,1,0,0,2190.81,100.0
M0084,2025-07,2,2,0,0,1335.26,100.0
M0084,2025-08,1,1,0,0,208.65,100.0
M0084,2025-09,1,1,0,0,2417.24,100.0
M0084,2025-10,1,0,1,0,0.0,0.0
M0084,2025-11,3,3,0,0,5517.17,100.0
M0084,2025-12,1,0,1,0,0.0,0.0
M0084,2026-01,1,1,0,0,657.57,100.0
M0084,2026-02,2,2,0,0,2311.02,100.0
M0084,2026-03,1,1,0,0,55.16,100.0
M0085,2024-06,1,0,0,0,0.0,0.0
M0085,2024-07,1,0,0,0,0.0,0.0
M0085,2024-08,2,2,0,0,2871.69,100.0
M0085,2024-12,3,3,0,0,5794.62,100.0
M0085,2025-01,1,0,0,1,0.0,0.0
M0085,2025-02,1,1,0,0,313.69,100.0
M0085,2025-03,2,2,0,0,2524.28,100.0
M0085,2025-04,1,1,0,0,715.87,100.0
M0085,2025-05,2,2,0,0,2996.81,100.0
M0085,2025-07,1,1,0,0,250.29,100.0
M0085,2025-08,1,1,0,0,1400.07,100.0
M0085,2025-09,1,1,0,0,382.32,100.0
M0085,2025-12,1,1,0,0,954.36,100.0
M0085,2026-01,1,0,0,0,0.0,0.0
M0085,2026-02,3,3,0,0,3360.01,100.0
M0086,2023-04,1,1,0,0,2085.74,100.0
M0086,2023-05,1,1,0,0,1534.64,100.0
M0086,2023-06,1,0,1,0,0.0,0.0
M0086,2023-08,1,1,0,0,651.89,100.0
M0086,2023-12,1,0,0,1,0.0,0.0
M0086,2024-01,1,1,0,0,1397.84,100.0
M0086,2024-04,2,2,0,0,2298.08,100.0
M0086,2024-05,1,1,0,0,641.28,100.0
M0086,2024-07,2,2,0,0,4560.83,100.0
M0086,2024-08,2,2,0,0,2615.25,100.0
M0086,2024-10,1,1,0,0,1991.9,100.0
M0086,2024-12,1,1,0,0,1361.19,100.0
M0086,2025-01,1,1,0,0,1459.6,100.0
M0086,2025-03,2,2,0,0,1766.7,100.0
M0086,2025-05,2,1,1,0,1161.13,50.0
M0086,2025-06,1,1,0,0,823.83,100.0
M0086,2025-07,1,1,0,0,629.81,100.0
M0086,2025-09,2,2,0,0,2058.2,100.0
M0086,2025-10,2,2,0,0,1954.98,100.0
M0086,2026-01,1,1,0,0,2351.97,100.0
M0086,2026-02,1,1,0,0,837.44,100.0
M0087,2023-03,1,1,0,0,2217.29,100.0
M0087,2023-04,1,1,0,0,353.98,100.0
M0087,2023-06,1,1,0,0,2369.31,100.0
M0087,2023-08,2,1,0,0,1844.89,50.0
M0087,2023-11,1,1,0,0,1554.26,100.0
M0087,2023-12,1,1,0,0,885.77,100.0
M0087,2024-02,1,1,0,0,802.68,100.0
M0087,2024-05,1,1,0,0,603.4,100.0
M0087,2024-07,1,0,1,0,0.0,0.0
M0087,2024-08,2,2,0,0,1867.67,100.0
M0087,2024-10,1,1,0,0,1367.58,100.0
M0087,2025-01,3,0,1,0,0.0,0.0
M0087,2025-02,1,1,0,0,782.86,100.0
M0087,2025-05,1,1,0,0,882.14,100.0
M0087,2025-07,1,1,0,0,2432.48,100.0
M0087,2025-09,1,0,1,0,0.0,0.0
M0087,2025-10,2,2,0,0,1812.89,100.0
M0087,2025-11,1,0,0,0,0.0,0.0
M0087,2025-12,2,2,0,0,2862.73,100.0
M0087,2026-03,1,1,0,0,1211.78,100.0
M0088,2024-12,2,1,1,0,1883.31,50.0
M0088,2025-01,2,1,0,0,954.34,50.0
M0088,2025-02,1,1,0,0,2352.56,100.0
M0088,2025-03,1,1,0,0,820.88,100.0
M0088,2025-05,1,1,0,0,1474.71,100.0
M0088,2025-06,4,4,0,0,2986.45,100.0
M0088,2025-07,1,1,0,0,1526.17,100.0
M0088,2025-08,4,3,1,0,5598.04,75.0
M0088,2025-09,2,2,0,0,1814.06,100.0
M0088,2025-11,1,0,0,0,0.0,0.0
M0088,2025-12,1,1,0,0,2077.88,100.0
M0088,2026-02,2,2,0,0,3366.58,100.0
M0089,2024-07,1,0,0,0,0.0,0.0
M0089,2024-10,1,1,0,0,484.62,100.0
M0089,2024-12,2,2,0,0,4260.5,100.0
M0089,2025-01,2,2,0,0,847.57,100.0
M0089,2025-04,1,1,0,0,1695.57,100.0
M0089,2025-06,1,1,0,0,1025.27,100.0
M0089,2025-07,2,2,0,0,2956.94,100.0
M0089,2025-08,1,1,0,0,1900.91,100.0
M0089,2025-09,1,1,0,0,632.92,100.0
M0089,2025-10,3,2,0,1,2641.59,66.67
M0089,2026-03,2,2,0,0,2216.57,100.0
M0090,2023-10,1,1,0,0,452.36,100.0
M0090,2023-12,1,0,1,0,0.0,0.0
M0090,2024-04,3,2,0,1,3309.37,66.67
M0090,2024-05,2,2,0,0,2856.97,100.0
M0090,2024-06,1,0,1,0,0.0,0.0
M0090,2024-07,3,3,0,0,3636.42,100.0
M0090,2024-09,1,1,0,0,889.41,100.0
M0090,2024-11,1,1,0,0,1539.85,100.0
M0090,2025-01,3,2,0,0,1753.49,66.67
M0090,2025-05,1,1,0,0,1871.11,100.0
M0090,2025-06,2,2,0,0,1813.43,100.0
M0090,2025-08,2,1,0,1,1657.15,50.0
M0090,2025-10,1,0,1,0,0.0,0.0
M0090,2025-12,1,1,0,0,1310.03,100.0
M0090,2026-02,1,0,0,1,0.0,0.0
M0090,2026-03,1,1,0,0,2285.09,100.0
M0091,2024-10,2,2,0,0,2900.61,100.0
M0091,2024-11,1,1,0,0,2210.7,100.0
M0091,2025-01,6,6,0,0,8385.37,100.0
M0091,2025-03,1,1,0,0,2455.41,100.0
M0091,2025-05,4,4,0,0,5471.45,100.0
M0091,2025-06,1,1,0,0,1925.52,100.0
M0091,2025-08,2,1,0,0,1156.37,50.0
M0091,2025-09,1,1,0,0,2040.04,100.0
M0091,2025-10,1,0,0,0,0.0,0.0
M0091,2025-11,2,2,0,0,2745.24,100.0
M0091,2025-12,5,5,0,0,6482.65,100.0
M0091,2026-01,2,2,0,0,3326.3,100.0
M0091,2026-03,3,3,0,0,3664.55,100.0
M0092,2023-09,1,1,0,0,481.26,100.0
M0092,2023-10,1,1,0,0,1352.76,100.0
M0092,2024-01,1,1,0,0,1677.04,100.0
M0092,2024-04,2,2,0,0,4727.26,100.0
M0092,2024-07,3,3,0,0,3232.63,100.0
M0092,2024-08,1,1,0,0,1517.63,100.0
M0092,2024-10,1,1,0,0,1664.13,100.0
M0092,2024-12,1,0,0,0,0.0,0.0
M0092,2025-01,1,1,0,0,1419.73,100.0
M0092,2025-03,1,0,1,0,0.0,0.0
M0092,2025-04,1,1,0,0,450.78,100.0
M0092,2025-07,2,2,0,0,1716.75,100.0
M0092,2025-08,1,1,0,0,1125.7,100.0
M0092,2025-10,2,2,0,0,2718.2,100.0
M0092,2026-02,1,1,0,0,274.01,100.0
M0092,2026-03,1,1,0,0,1105.73,100.0
M0093,2023-06,1,1,0,0,444.79,100.0
M0093,2023-07,1,1,0,0,1469.87,100.0
M0093,2023-09,1,1,0,0,1959.53,100.0
M0093,2023-10,1,1,0,0,1275.14,100.0
M0093,2023-12,1,0,1,0,0.0,0.0
M0093,2024-01,1,1,0,0,1886.97,100.0
M0093,2024-02,1,1,0,0,795.43,100.0
M0093,2024-03,1,1,0,0,977.38,100.0
M0093,2024-06,2,2,0,0,2223.44,100.0
M0093,2024-07,1,0,1,0,0.0,0.0
M0093,2024-08,3,3,0,0,5203.65,100.0
M0093,2024-09,3,3,0,0,3012.05,100.0
M0093,2024-10,1,1,0,0,1851.4,100.0
M0093,2024-12,1,1,0,0,963.43,100.0
M0093,2025-01,2,2,0,0,1128.29,100.0
M0093,2025-03,2,1,1,0,180.9,50.0
M0093,2025-04,1,1,0,0,2134.45,100.0
M0093,2025-05,1,1,0,0,1760.23,100.0
M0093,2025-08,1,1,0,0,142.91,100.0
M0093,2025-09,1,1,0,0,2346.21,100.0
M0093,2025-10,1,0,1,0,0.0,0.0
M0093,2025-11,1,0,1,0,0.0,0.0
M0093,2025-12,2,2,0,0,1120.57,100.0
M0093,2026-01,1,1,0,0,2220.7,100.0
M0093,2026-02,1,1,0,0,2264.66,100.0
M0094,2023-03,1,1,0,0,1049.9,100.0
M0094,2023-05,1,1,0,0,1573.67,100.0
M0094,2023-08,1,1,0,0,2313.74,100.0
M0094,2023-10,3,2,0,0,2029.52,66.67
M0094,2024-01,1,1,0,0,628.49,100.0
M0094,2024-03,1,1,0,0,2352.57,100.0
M0094,2024-04,1,0,0,0,0.0,0.0
M0094,2024-05,2,2,0,0,2064.14,100.0
M0094,2024-10,1,1,0,0,606.85,100.0
M0094,2024-11,1,1,0,0,1698.1,100.0
M0094,2024-12,2,2,0,0,2499.06,100.0
M0094,2025-01,1,1,0,0,981.23,100.0
M0094,2025-02,1,1,0,0,847.85,100.0
M0094,2025-03,2,1,1,0,789.13,50.0
M0094,2025-05,2,2,0,0,4053.99,100.0
M0094,2025-06,2,2,0,0,1871.04,100.0
M0094,2025-08,1,1,0,0,247.08,100.0
M0094,2025-10,1,1,0,0,1901.71,100.0
M0094,2025-12,1,0,1,0,0.0,0.0
M0094,2026-02,1,1,0,0,1035.73,100.0
M0095,2023-03,1,1,0,0,1616.26,100.0
M0095,2023-05,1,1,0,0,1752.77,100.0
M0095,2023-06,1,1,0,0,1305.18,100.0
M0095,2023-07,2,1,0,0,1300.56,50.0
